Timestamp,EventID,User,ClientIP,Status
2025-01-07 10:26:17,4624,JohnDoe,192.168.1.7,Success
2025-01-07 10:49:17,4624,GuestUser,192.168.1.215,Success
2025-01-07 04:56:17,4625,JaneSmith,192.168.1.213,Failed
2025-01-07 20:52:17,4624,Administrator,192.168.1.108,Success
2025-01-07 00:21:17,4624,Administrator,192.168.1.25,Success
2025-01-07 07:25:17,4624,JohnDoe,192.168.1.167,Success
2025-01-07 11:01:17,4625,JaneSmith,192.168.1.70,Failed
2025-01-07 00:13:17,4624,Administrator,192.168.1.126,Success
2025-01-07 05:06:17,4624,JohnDoe,192.168.1.74,Success
2025-01-07 03:33:17,4624,Administrator,192.168.1.116,Success
2025-01-07 14:24:17,4624,JaneSmith,192.168.1.164,Success
2025-01-07 11:32:17,4624,Administrator,192.168.1.116,Success
2025-01-07 21:02:17,4625,Administrator,192.168.1.155,Failed
2025-01-07 20:52:17,4625,JaneSmith,192.168.1.79,Failed
2025-01-07 12:54:17,4624,GuestUser,192.168.1.115,Success
2025-01-07 00:56:17,4625,JohnDoe,192.168.1.93,Failed
2025-01-07 21:12:17,4624,JohnDoe,192.168.1.222,Success
2025-01-07 23:05:17,4625,JohnDoe,192.168.1.135,Failed
2025-01-07 10:45:17,4624,JaneSmith,192.168.1.125,Success
2025-01-07 04:17:17,4624,JohnDoe,192.168.1.2,Success
2025-01-07 10:51:17,4624,JaneSmith,192.168.1.57,Success
2025-01-07 13:13:17,4624,Administrator,192.168.1.114,Success
2025-01-07 15:36:17,4624,JohnDoe,192.168.1.59,Success
2025-01-07 12:37:17,4625,GuestUser,192.168.1.75,Failed
2025-01-07 12:41:17,4625,GuestUser,192.168.1.64,Failed
2025-01-07 02:39:17,4625,Administrator,192.168.1.69,Failed
2025-01-07 12:13:17,4624,JaneSmith,192.168.1.223,Success
2025-01-07 11:40:17,4625,JaneSmith,192.168.1.115,Failed
2025-01-07 19:41:17,4625,JaneSmith,192.168.1.53,Failed
2025-01-07 11:42:17,4625,Administrator,192.168.1.173,Failed
2025-01-07 18:53:17,4625,Administrator,192.168.1.161,Failed
2025-01-06 23:58:17,4625,JaneSmith,192.168.1.92,Failed
2025-01-07 18:31:17,4625,JohnDoe,192.168.1.65,Failed
2025-01-07 13:16:17,4624,Administrator,192.168.1.171,Success
2025-01-07 21:15:17,4624,JaneSmith,192.168.1.29,Success
2025-01-07 05:02:17,4625,JaneSmith,192.168.1.147,Failed
2025-01-07 20:20:17,4625,JohnDoe,192.168.1.2,Failed
2025-01-07 06:47:17,4624,Administrator,192.168.1.189,Success
2025-01-07 13:26:17,4625,JohnDoe,192.168.1.243,Failed
2025-01-07 19:51:17,4624,JaneSmith,192.168.1.132,Success
2025-01-07 13:22:17,4625,JaneSmith,192.168.1.43,Failed
2025-01-07 08:24:17,4625,JaneSmith,192.168.1.125,Failed
2025-01-07 15:37:17,4624,JohnDoe,192.168.1.224,Success
2025-01-07 04:11:17,4625,GuestUser,192.168.1.249,Failed
2025-01-07 14:58:17,4625,JaneSmith,192.168.1.6,Failed
2025-01-07 23:25:17,4625,JaneSmith,192.168.1.25,Failed
2025-01-07 02:18:17,4624,Administrator,192.168.1.213,Success
2025-01-07 23:03:17,4625,JaneSmith,192.168.1.231,Failed
2025-01-07 07:10:17,4625,Administrator,192.168.1.248,Failed
2025-01-07 19:52:17,4625,JohnDoe,192.168.1.117,Failed
2025-01-07 15:49:17,4624,JaneSmith,192.168.1.115,Success
2025-01-07 11:15:17,4624,Administrator,192.168.1.157,Success
2025-01-07 07:33:17,4624,GuestUser,192.168.1.231,Success
2025-01-07 11:17:17,4624,GuestUser,192.168.1.24,Success
2025-01-07 17:26:17,4625,JaneSmith,192.168.1.65,Failed
2025-01-07 17:02:17,4624,GuestUser,192.168.1.58,Success
2025-01-07 21:20:17,4624,JaneSmith,192.168.1.216,Success
2025-01-07 16:55:17,4625,JohnDoe,192.168.1.176,Failed
2025-01-07 00:18:17,4625,JohnDoe,192.168.1.79,Failed
2025-01-07 13:00:17,4625,JohnDoe,192.168.1.255,Failed
2025-01-07 05:24:17,4625,Administrator,192.168.1.106,Failed
2025-01-07 13:43:17,4624,GuestUser,192.168.1.82,Success
2025-01-07 01:51:17,4625,GuestUser,192.168.1.118,Failed
2025-01-06 23:51:17,4624,JohnDoe,192.168.1.86,Success
2025-01-07 01:25:17,4625,JaneSmith,192.168.1.145,Failed
2025-01-07 20:39:17,4625,Administrator,192.168.1.172,Failed
2025-01-07 11:19:17,4625,JaneSmith,192.168.1.250,Failed
2025-01-07 22:30:17,4625,Administrator,192.168.1.138,Failed
2025-01-07 17:45:17,4625,GuestUser,192.168.1.8,Failed
2025-01-07 09:22:17,4625,JaneSmith,192.168.1.32,Failed
2025-01-07 02:36:17,4625,JohnDoe,192.168.1.50,Failed
2025-01-07 03:00:17,4625,GuestUser,192.168.1.14,Failed
2025-01-07 12:54:17,4625,Administrator,192.168.1.50,Failed
2025-01-07 15:26:17,4624,JaneSmith,192.168.1.84,Success
2025-01-07 14:50:17,4624,GuestUser,192.168.1.110,Success
2025-01-07 08:41:17,4624,Administrator,192.168.1.151,Success
2025-01-07 10:42:17,4624,GuestUser,192.168.1.36,Success
2025-01-07 20:17:17,4624,Administrator,192.168.1.179,Success
2025-01-07 02:49:17,4625,Administrator,192.168.1.210,Failed
2025-01-07 15:10:17,4624,GuestUser,192.168.1.173,Success
2025-01-07 00:15:17,4624,GuestUser,192.168.1.86,Success
2025-01-07 22:51:17,4624,GuestUser,192.168.1.62,Success
2025-01-07 01:11:17,4625,Administrator,192.168.1.179,Failed
2025-01-07 12:59:17,4624,Administrator,192.168.1.7,Success
2025-01-07 02:04:17,4625,Administrator,192.168.1.96,Failed
2025-01-07 01:26:17,4625,Administrator,192.168.1.164,Failed
2025-01-07 03:00:17,4624,Administrator,192.168.1.115,Success
2025-01-07 06:45:17,4625,JaneSmith,192.168.1.6,Failed
2025-01-07 03:54:17,4624,Administrator,192.168.1.21,Success
2025-01-07 22:01:17,4625,JaneSmith,192.168.1.80,Failed
2025-01-07 03:46:17,4624,Administrator,192.168.1.205,Success
2025-01-07 10:59:17,4624,JohnDoe,192.168.1.59,Success
2025-01-07 07:56:17,4625,GuestUser,192.168.1.123,Failed
2025-01-07 00:51:17,4624,JaneSmith,192.168.1.173,Success
2025-01-07 03:48:17,4625,JohnDoe,192.168.1.252,Failed
2025-01-07 06:56:17,4625,JohnDoe,192.168.1.73,Failed
2025-01-07 03:49:17,4624,Administrator,192.168.1.45,Success
2025-01-07 02:17:17,4625,JaneSmith,192.168.1.107,Failed
2025-01-07 16:20:17,4624,JohnDoe,192.168.1.17,Success
2025-01-07 04:15:17,4625,JaneSmith,192.168.1.27,Failed
2025-01-07 23:34:17,4625,JohnDoe,192.168.1.68,Failed
2025-01-07 08:00:17,4625,JohnDoe,192.168.1.236,Failed
2025-01-07 06:47:17,4625,JohnDoe,192.168.1.145,Failed
2025-01-07 18:09:17,4625,JaneSmith,192.168.1.52,Failed
2025-01-07 17:11:17,4625,GuestUser,192.168.1.28,Failed
2025-01-07 21:14:17,4625,JaneSmith,192.168.1.222,Failed
2025-01-07 18:26:17,4624,JohnDoe,192.168.1.165,Success
2025-01-07 21:13:17,4625,Administrator,192.168.1.87,Failed
2025-01-07 10:59:17,4625,GuestUser,192.168.1.144,Failed
2025-01-07 21:22:17,4625,JohnDoe,192.168.1.155,Failed
2025-01-07 22:33:17,4625,JaneSmith,192.168.1.136,Failed
2025-01-07 21:36:17,4625,JaneSmith,192.168.1.253,Failed
2025-01-07 15:56:17,4624,JaneSmith,192.168.1.71,Success
2025-01-07 06:55:17,4624,JaneSmith,192.168.1.29,Success
2025-01-07 12:03:17,4624,JohnDoe,192.168.1.248,Success
2025-01-07 12:58:17,4625,GuestUser,192.168.1.114,Failed
2025-01-07 10:11:17,4625,Administrator,192.168.1.193,Failed
2025-01-07 03:12:17,4624,Administrator,192.168.1.111,Success
2025-01-07 20:30:17,4625,Administrator,192.168.1.226,Failed
2025-01-07 03:21:17,4624,Administrator,192.168.1.122,Success
2025-01-07 05:23:17,4624,JohnDoe,192.168.1.224,Success
2025-01-07 18:24:17,4625,GuestUser,192.168.1.226,Failed
2025-01-07 14:26:17,4625,JohnDoe,192.168.1.68,Failed
2025-01-07 06:49:17,4625,GuestUser,192.168.1.205,Failed
2025-01-07 03:23:17,4625,Administrator,192.168.1.13,Failed
2025-01-07 00:57:17,4625,Administrator,192.168.1.190,Failed
2025-01-07 19:02:17,4624,JaneSmith,192.168.1.245,Success
2025-01-07 10:29:17,4624,JohnDoe,192.168.1.141,Success
2025-01-07 03:56:17,4624,Administrator,192.168.1.35,Success
2025-01-07 09:08:17,4625,JaneSmith,192.168.1.80,Failed
2025-01-07 07:40:17,4625,JohnDoe,192.168.1.89,Failed
2025-01-07 01:21:17,4624,JaneSmith,192.168.1.249,Success
2025-01-07 09:26:17,4624,JohnDoe,192.168.1.234,Success
2025-01-07 08:19:17,4624,JaneSmith,192.168.1.170,Success
2025-01-07 22:45:17,4624,JohnDoe,192.168.1.12,Success
2025-01-07 05:11:17,4624,GuestUser,192.168.1.102,Success
2025-01-07 01:08:17,4625,JohnDoe,192.168.1.48,Failed
2025-01-07 06:36:17,4624,JaneSmith,192.168.1.155,Success
2025-01-07 09:24:17,4625,JohnDoe,192.168.1.171,Failed
2025-01-07 19:17:17,4625,JaneSmith,192.168.1.154,Failed
2025-01-07 03:27:17,4625,Administrator,192.168.1.168,Failed
2025-01-07 19:12:17,4625,GuestUser,192.168.1.122,Failed
2025-01-06 23:58:17,4625,GuestUser,192.168.1.50,Failed
2025-01-07 12:23:17,4625,Administrator,192.168.1.239,Failed
2025-01-07 07:55:17,4624,GuestUser,192.168.1.73,Success
2025-01-07 07:39:17,4625,GuestUser,192.168.1.1,Failed
2025-01-07 03:41:17,4624,GuestUser,192.168.1.30,Success
2025-01-07 17:54:17,4625,Administrator,192.168.1.23,Failed
2025-01-07 13:31:17,4624,JohnDoe,192.168.1.9,Success
2025-01-07 05:02:17,4624,JohnDoe,192.168.1.199,Success
2025-01-07 03:04:17,4625,JaneSmith,192.168.1.88,Failed
2025-01-07 12:15:17,4625,GuestUser,192.168.1.37,Failed
2025-01-07 16:08:17,4624,Administrator,192.168.1.189,Success
2025-01-07 11:04:17,4624,JohnDoe,192.168.1.91,Success
2025-01-07 13:22:17,4625,JohnDoe,192.168.1.163,Failed
2025-01-07 12:02:17,4625,JaneSmith,192.168.1.237,Failed
2025-01-07 02:56:17,4625,Administrator,192.168.1.84,Failed
2025-01-07 14:36:17,4625,JaneSmith,192.168.1.125,Failed
2025-01-07 00:57:17,4624,JaneSmith,192.168.1.184,Success
2025-01-07 16:57:17,4625,Administrator,192.168.1.16,Failed
2025-01-07 10:16:17,4625,JaneSmith,192.168.1.161,Failed
2025-01-07 23:09:17,4625,JaneSmith,192.168.1.185,Failed
2025-01-07 03:55:17,4625,GuestUser,192.168.1.203,Failed
2025-01-07 15:07:17,4625,Administrator,192.168.1.53,Failed
2025-01-07 00:51:17,4625,JaneSmith,192.168.1.77,Failed
2025-01-07 08:48:17,4624,JohnDoe,192.168.1.244,Success
2025-01-07 13:07:17,4625,JohnDoe,192.168.1.101,Failed
2025-01-07 18:48:17,4625,GuestUser,192.168.1.194,Failed
2025-01-07 12:25:17,4624,Administrator,192.168.1.217,Success
2025-01-07 10:50:17,4624,Administrator,192.168.1.185,Success
2025-01-07 04:04:17,4624,GuestUser,192.168.1.125,Success
2025-01-07 19:20:17,4624,JaneSmith,192.168.1.84,Success
2025-01-07 00:05:17,4624,JohnDoe,192.168.1.124,Success
2025-01-07 01:19:17,4624,JaneSmith,192.168.1.34,Success
2025-01-07 15:34:17,4625,JohnDoe,192.168.1.111,Failed
2025-01-07 19:36:17,4624,Administrator,192.168.1.201,Success
2025-01-07 14:43:17,4624,Administrator,192.168.1.207,Success
2025-01-07 01:01:17,4624,GuestUser,192.168.1.188,Success
2025-01-07 12:19:17,4625,JohnDoe,192.168.1.244,Failed
2025-01-07 04:29:17,4625,JaneSmith,192.168.1.176,Failed
2025-01-07 21:22:17,4624,GuestUser,192.168.1.232,Success
2025-01-07 10:42:17,4625,GuestUser,192.168.1.43,Failed
2025-01-07 23:20:17,4624,JaneSmith,192.168.1.177,Success
2025-01-07 22:11:17,4625,Administrator,192.168.1.53,Failed
2025-01-07 01:43:17,4624,GuestUser,192.168.1.221,Success
2025-01-07 13:00:17,4625,JohnDoe,192.168.1.163,Failed
2025-01-07 04:18:17,4624,JaneSmith,192.168.1.156,Success
2025-01-07 00:53:17,4624,Administrator,192.168.1.105,Success
2025-01-07 01:43:17,4624,Administrator,192.168.1.59,Success
2025-01-07 10:18:17,4624,JohnDoe,192.168.1.232,Success
2025-01-07 15:04:17,4625,GuestUser,192.168.1.176,Failed
2025-01-07 16:33:17,4624,GuestUser,192.168.1.186,Success
2025-01-07 13:58:17,4624,Administrator,192.168.1.12,Success
2025-01-07 11:51:17,4625,GuestUser,192.168.1.117,Failed
2025-01-07 03:38:17,4625,JaneSmith,192.168.1.42,Failed
2025-01-07 22:15:17,4624,Administrator,192.168.1.212,Success
2025-01-07 21:30:17,4624,GuestUser,192.168.1.69,Success
2025-01-07 19:24:17,4625,Administrator,192.168.1.83,Failed
2025-01-07 05:36:17,4625,JaneSmith,192.168.1.63,Failed
2025-01-07 13:05:17,4625,JohnDoe,192.168.1.241,Failed
2025-01-07 16:49:17,4624,JaneSmith,192.168.1.254,Success
2025-01-07 12:08:17,4624,JaneSmith,192.168.1.104,Success
2025-01-07 10:40:17,4624,JaneSmith,192.168.1.10,Success
2025-01-07 19:21:17,4624,Administrator,192.168.1.189,Success
2025-01-07 20:47:17,4625,JaneSmith,192.168.1.109,Failed
2025-01-07 04:15:17,4625,GuestUser,192.168.1.188,Failed
2025-01-07 13:22:17,4625,JohnDoe,192.168.1.66,Failed
2025-01-07 11:56:17,4624,JohnDoe,192.168.1.104,Success
2025-01-07 13:05:17,4624,JohnDoe,192.168.1.176,Success
2025-01-07 20:51:17,4625,JohnDoe,192.168.1.32,Failed
2025-01-07 17:58:17,4625,GuestUser,192.168.1.130,Failed
2025-01-07 05:15:17,4625,Administrator,192.168.1.164,Failed
2025-01-07 20:04:17,4624,Administrator,192.168.1.100,Success
2025-01-07 21:05:17,4624,JohnDoe,192.168.1.99,Success
2025-01-07 04:38:17,4624,Administrator,192.168.1.154,Success
2025-01-07 05:30:17,4625,JaneSmith,192.168.1.54,Failed
2025-01-07 07:57:17,4624,JaneSmith,192.168.1.29,Success
2025-01-07 07:38:17,4624,JaneSmith,192.168.1.87,Success
2025-01-07 18:35:17,4624,GuestUser,192.168.1.1,Success
2025-01-07 01:21:17,4624,JaneSmith,192.168.1.29,Success
2025-01-07 07:56:17,4624,Administrator,192.168.1.31,Success
2025-01-07 04:20:17,4624,Administrator,192.168.1.62,Success
2025-01-07 12:10:17,4624,Administrator,192.168.1.82,Success
2025-01-07 21:51:17,4625,JohnDoe,192.168.1.133,Failed
2025-01-07 05:04:17,4625,JaneSmith,192.168.1.197,Failed
2025-01-07 23:37:17,4625,JaneSmith,192.168.1.46,Failed
2025-01-07 06:22:17,4624,Administrator,192.168.1.114,Success
2025-01-07 04:49:17,4625,GuestUser,192.168.1.70,Failed
2025-01-07 09:56:17,4624,JaneSmith,192.168.1.219,Success
2025-01-07 08:30:17,4624,Administrator,192.168.1.169,Success
2025-01-07 12:02:17,4625,Administrator,192.168.1.201,Failed
2025-01-07 17:23:17,4625,GuestUser,192.168.1.10,Failed
2025-01-07 19:13:17,4625,GuestUser,192.168.1.225,Failed
2025-01-07 12:06:17,4624,Administrator,192.168.1.199,Success
2025-01-07 23:06:17,4625,JaneSmith,192.168.1.13,Failed
2025-01-07 20:00:17,4625,Administrator,192.168.1.203,Failed
2025-01-07 10:36:17,4624,JohnDoe,192.168.1.71,Success
2025-01-07 05:38:17,4624,GuestUser,192.168.1.240,Success
2025-01-07 21:44:17,4625,JohnDoe,192.168.1.168,Failed
2025-01-07 07:49:17,4625,Administrator,192.168.1.26,Failed
2025-01-07 06:49:17,4625,JaneSmith,192.168.1.87,Failed
2025-01-07 07:56:17,4624,JohnDoe,192.168.1.73,Success
2025-01-07 06:23:17,4624,JohnDoe,192.168.1.96,Success
2025-01-07 20:02:17,4624,JohnDoe,192.168.1.84,Success
2025-01-07 12:55:17,4624,JohnDoe,192.168.1.41,Success
2025-01-07 19:31:17,4625,JohnDoe,192.168.1.149,Failed
2025-01-07 12:54:17,4625,JaneSmith,192.168.1.182,Failed
2025-01-07 06:31:17,4624,JohnDoe,192.168.1.244,Success
2025-01-07 19:51:17,4624,JaneSmith,192.168.1.27,Success
2025-01-07 07:58:17,4625,JohnDoe,192.168.1.205,Failed
2025-01-07 04:30:17,4625,Administrator,192.168.1.175,Failed
2025-01-07 04:48:17,4625,JaneSmith,192.168.1.206,Failed
2025-01-07 07:40:17,4625,JohnDoe,192.168.1.96,Failed
2025-01-07 00:22:17,4625,GuestUser,192.168.1.78,Failed
2025-01-07 14:56:17,4625,JohnDoe,192.168.1.249,Failed
2025-01-07 09:27:17,4624,Administrator,192.168.1.66,Success
2025-01-07 12:39:17,4624,JohnDoe,192.168.1.144,Success
2025-01-07 21:11:17,4625,JaneSmith,192.168.1.135,Failed
2025-01-07 01:07:17,4625,JohnDoe,192.168.1.21,Failed
2025-01-06 23:55:17,4624,JaneSmith,192.168.1.23,Success
2025-01-07 09:51:17,4625,JaneSmith,192.168.1.33,Failed
2025-01-07 00:47:17,4624,GuestUser,192.168.1.207,Success
2025-01-07 23:16:17,4625,JaneSmith,192.168.1.7,Failed
2025-01-07 02:18:17,4624,Administrator,192.168.1.241,Success
2025-01-07 23:34:17,4624,JohnDoe,192.168.1.244,Success
2025-01-07 19:30:17,4625,Administrator,192.168.1.62,Failed
2025-01-07 23:15:17,4625,GuestUser,192.168.1.112,Failed
2025-01-07 17:39:17,4624,Administrator,192.168.1.220,Success
2025-01-07 22:18:17,4624,JohnDoe,192.168.1.18,Success
2025-01-07 05:20:17,4625,Administrator,192.168.1.10,Failed
2025-01-07 11:16:17,4624,Administrator,192.168.1.14,Success
2025-01-07 06:39:17,4624,GuestUser,192.168.1.11,Success
2025-01-07 00:41:17,4624,JohnDoe,192.168.1.193,Success
2025-01-07 00:41:17,4625,JaneSmith,192.168.1.17,Failed
2025-01-07 03:45:17,4624,JohnDoe,192.168.1.114,Success
2025-01-07 21:18:17,4625,JohnDoe,192.168.1.124,Failed
2025-01-07 17:02:17,4624,JohnDoe,192.168.1.67,Success
2025-01-07 20:48:17,4625,Administrator,192.168.1.146,Failed
2025-01-07 19:02:17,4624,JohnDoe,192.168.1.100,Success
2025-01-07 02:52:17,4624,GuestUser,192.168.1.208,Success
2025-01-07 19:15:17,4625,JohnDoe,192.168.1.53,Failed
2025-01-07 22:36:17,4624,GuestUser,192.168.1.177,Success
2025-01-07 12:44:17,4624,GuestUser,192.168.1.191,Success
2025-01-07 18:26:17,4625,Administrator,192.168.1.104,Failed
2025-01-07 05:51:17,4624,JaneSmith,192.168.1.20,Success
2025-01-07 22:26:17,4624,Administrator,192.168.1.174,Success
2025-01-07 20:08:17,4625,JohnDoe,192.168.1.229,Failed
2025-01-07 21:11:17,4625,Administrator,192.168.1.164,Failed
2025-01-07 03:02:17,4625,Administrator,192.168.1.132,Failed
2025-01-07 16:51:17,4624,Administrator,192.168.1.236,Success
2025-01-07 01:31:17,4624,JohnDoe,192.168.1.168,Success
2025-01-07 14:47:17,4624,Administrator,192.168.1.93,Success
2025-01-07 10:52:17,4624,GuestUser,192.168.1.120,Success
2025-01-07 17:34:17,4624,JaneSmith,192.168.1.133,Success
2025-01-07 19:42:17,4624,Administrator,192.168.1.138,Success
2025-01-07 18:47:17,4624,JaneSmith,192.168.1.235,Success
2025-01-07 13:11:17,4624,JohnDoe,192.168.1.74,Success
2025-01-07 18:52:17,4624,JohnDoe,192.168.1.110,Success
2025-01-07 09:47:17,4625,JaneSmith,192.168.1.91,Failed
2025-01-07 05:49:17,4625,Administrator,192.168.1.175,Failed
2025-01-07 20:48:17,4624,JohnDoe,192.168.1.75,Success
2025-01-07 11:18:17,4625,JaneSmith,192.168.1.164,Failed
2025-01-07 01:44:17,4625,Administrator,192.168.1.176,Failed
2025-01-07 00:07:17,4624,JaneSmith,192.168.1.100,Success
2025-01-07 14:16:17,4625,JaneSmith,192.168.1.63,Failed
2025-01-07 19:44:17,4624,GuestUser,192.168.1.170,Success
2025-01-07 20:19:17,4625,JohnDoe,192.168.1.60,Failed
2025-01-07 22:05:17,4625,JohnDoe,192.168.1.200,Failed
2025-01-07 00:16:17,4624,GuestUser,192.168.1.124,Success
2025-01-07 16:50:17,4624,JaneSmith,192.168.1.235,Success
2025-01-07 06:45:17,4624,Administrator,192.168.1.105,Success
2025-01-07 07:56:17,4624,JaneSmith,192.168.1.169,Success
2025-01-07 22:13:17,4625,Administrator,192.168.1.153,Failed
2025-01-07 06:59:17,4625,GuestUser,192.168.1.71,Failed
2025-01-07 02:41:17,4625,Administrator,192.168.1.6,Failed
2025-01-07 10:43:17,4624,JohnDoe,192.168.1.173,Success
2025-01-07 19:03:17,4624,GuestUser,192.168.1.136,Success
2025-01-07 12:53:17,4625,JaneSmith,192.168.1.192,Failed
2025-01-07 04:06:17,4625,Administrator,192.168.1.125,Failed
2025-01-07 23:28:17,4624,Administrator,192.168.1.105,Success
2025-01-07 03:24:17,4625,JohnDoe,192.168.1.94,Failed
2025-01-07 05:32:17,4624,JaneSmith,192.168.1.214,Success
2025-01-07 08:48:17,4625,JohnDoe,192.168.1.22,Failed
2025-01-07 02:15:17,4625,JaneSmith,192.168.1.13,Failed
2025-01-07 08:36:17,4625,JohnDoe,192.168.1.168,Failed
2025-01-07 14:56:17,4624,JaneSmith,192.168.1.117,Success
2025-01-07 16:56:17,4624,JaneSmith,192.168.1.117,Success
2025-01-07 09:01:17,4624,GuestUser,192.168.1.27,Success
2025-01-07 11:28:17,4624,JaneSmith,192.168.1.8,Success
2025-01-07 08:43:17,4624,JohnDoe,192.168.1.200,Success
2025-01-07 04:14:17,4625,JohnDoe,192.168.1.81,Failed
2025-01-07 13:58:17,4624,GuestUser,192.168.1.248,Success
2025-01-07 08:33:17,4625,GuestUser,192.168.1.130,Failed
2025-01-07 06:57:17,4624,GuestUser,192.168.1.147,Success
2025-01-07 12:43:17,4625,JohnDoe,192.168.1.217,Failed
2025-01-07 07:22:17,4625,JaneSmith,192.168.1.119,Failed
2025-01-07 16:38:17,4625,Administrator,192.168.1.18,Failed
2025-01-07 16:20:17,4624,GuestUser,192.168.1.167,Success
2025-01-07 08:09:17,4625,GuestUser,192.168.1.77,Failed
2025-01-07 12:54:17,4625,Administrator,192.168.1.54,Failed
2025-01-07 22:59:17,4625,Administrator,192.168.1.9,Failed
2025-01-07 13:56:17,4624,Administrator,192.168.1.161,Success
2025-01-07 07:50:17,4625,JohnDoe,192.168.1.102,Failed
2025-01-07 18:22:17,4624,GuestUser,192.168.1.217,Success
2025-01-07 09:06:17,4624,JohnDoe,192.168.1.105,Success
2025-01-07 03:34:17,4625,JohnDoe,192.168.1.47,Failed
2025-01-07 01:39:17,4624,JaneSmith,192.168.1.154,Success
2025-01-07 21:00:17,4625,Administrator,192.168.1.10,Failed
2025-01-07 09:15:17,4625,GuestUser,192.168.1.125,Failed
2025-01-07 09:36:17,4624,JohnDoe,192.168.1.161,Success
2025-01-07 10:14:17,4624,GuestUser,192.168.1.173,Success
2025-01-07 09:11:17,4625,Administrator,192.168.1.22,Failed
2025-01-07 20:26:17,4624,JohnDoe,192.168.1.52,Success
